"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.733275167E0,9.526850190E-3,1.214850415E-3,2.488107204E-2
2.743204167E0,-5.012342893E-4,1.903524511E-3,2.073013365E-2
2.753133167E0,-1.587595794E-2,-6.420699600E-3,1.717736542E-2
2.763062167E0,-1.904626345E-2,-3.334758449E-3,2.245798588E-2
2.772991167E0,-3.918922702E-2,-3.169812150E-3,2.877941072E-2
2.782920167E0,-4.283540452E-2,-4.600004554E-3,3.030553401E-2
2.792849167E0,-4.888031088E-2,-4.783643670E-3,1.371289015E-2
2.802778167E0,-6.234864123E-2,-1.814646833E-3,2.271000087E-2
2.812707167E0,-5.635065878E-2,-1.544304471E-3,2.989973724E-2
2.822636167E0,-5.276145509E-2,-1.792628411E-3,3.467866659E-2
2.832565167E0,-5.149933359E-2,-3.113952968E-3,2.118914008E-2
2.842493167E0,-4.065574525E-2,2.334774937E-3,2.759359539E-2
2.852422167E0,-3.376394279E-2,-5.001854450E-3,1.768139541E-2
2.862351167E0,-2.835442778E-2,-5.686362404E-3,2.467875838E-2
2.872280167E0,-2.215652537E-2,-5.863880217E-3,2.598911941E-2
2.882209167E0,-1.275687039E-2,-6.113940049E-3,3.299934626E-2
2.892138167E0,-3.126542754E-3,2.494568378E-4,2.145869672E-2
2.902067167E0,1.268039977E-2,-8.738353159E-3,1.455079615E-2
2.911996167E0,1.578837762E-2,-8.148953822E-3,1.033787727E-2
2.921925167E0,2.028139640E-2,-2.071924321E-4,1.555183947E-2
2.931854167E0,2.346593622E-2,-5.093948096E-3,3.245204687E-2
2.941783167E0,3.420544412E-2,1.399129070E-4,2.720884860E-2
2.951711167E0,3.730536377E-2,3.530037180E-3,1.179383397E-2
2.961640167E0,3.192868453E-2,-4.681134671E-3,9.412847757E-3
2.971569167E0,3.271963008E-2,1.133446209E-4,1.662363410E-2
2.981498167E0,2.685969673E-2,1.433737278E-3,2.114411652E-2
2.991427167E0,2.050761055E-2,-6.087390035E-3,1.997759700E-2
3.001356167E0,3.186257444E-3,-8.697769828E-3,1.611317217E-2
3.011285167E0,2.133137360E-3,-4.882406797E-3,1.958466411E-2
3.021214167E0,-3.258543648E-4,-8.737165444E-3,3.201525986E-2
3.031143167E0,-8.438719902E-3,-7.337451652E-3,3.500260234E-2
3.041072167E0,-2.892118743E-2,-6.629518289E-3,2.109090686E-2
3.051001167E0,-3.686152356E-2,-8.199842870E-3,2.259071767E-2
3.060929167E0,-4.094507279E-2,-5.622481573E-3,1.660433829E-2
3.070858167E0,-3.496969348E-2,-4.788083900E-3,4.177250862E-3
3.080787167E0,-3.579714758E-2,-9.317830503E-3,2.182999492E-2
3.090716167E0,-3.451965887E-2,-6.157739349E-3,4.845996916E-2
3.100645167E0,-2.780045891E-2,-6.788050923E-3,4.005985916E-2
3.110574167E0,-2.159513785E-2,2.230347320E-4,1.070215881E-2
3.120503167E0,-1.281439237E-2,-4.619848542E-4,8.888352513E-3
3.130432167E0,-1.381203700E-3,-5.977827832E-3,2.638322175E-2
3.140361167E0,1.579055205E-2,-4.223425593E-3,3.505288839E-2
3.150290167E0,1.610076511E-2,-1.047079179E-2,3.205735981E-2
3.160219167E0,1.360221332E-2,-9.261130784E-3,1.094949603E-2
3.170147167E0,2.671490505E-2,-6.512427796E-3,3.204917371E-2
3.180076167E0,2.597110268E-2,-4.041887820E-5,2.141952038E-2
3.190005167E0,2.329020912E-2,-4.497532099E-3,1.034430921E-2
3.199934167E0,2.727768129E-2,-3.364981245E-3,8.859701157E-3
3.209863167E0,1.993889574E-2,-5.881111231E-3,2.010272741E-2
3.219792167E0,1.969285587E-2,-7.072499692E-3,3.269587576E-2
3.229721167E0,1.167140789E-2,8.008858189E-5,3.227253735E-2
3.239650167E0,4.093361590E-3,-7.876747660E-4,1.987176239E-2
3.249579167E0,-8.933942523E-3,-7.690787930E-3,1.060567975E-2
3.259508167E0,-1.121903440E-2,-8.856320735E-3,1.703761697E-2
3.269436167E0,-1.619125078E-2,-8.398977108E-4,1.675227284E-2
3.279365167E0,2.092954198E-2,-2.352280039E-3,-8.990678787E-3
3.289294167E0,2.580326932E-2,-3.009178173E-3,2.067458510E-2
3.299223167E0,7.338297671E-2,3.598906416E-3,-1.189616024E-2
3.309152167E0,8.680745294E-2,-1.672935907E-2,5.243782997E-3
3.319081167E0,2.781604174E-1,1.717645179E-2,3.400506735E-2
3.329010167E0,1.339274413E-1,1.559258725E-2,1.251947343E-2
3.338939167E0,1.730976466E-1,-2.989758108E-2,1.622953176E-2
3.348868167E0,1.437240674E-1,7.918792795E-3,-4.164328516E-2
3.358797167E0,1.182700961E-1,-1.065993095E-2,9.571365774E-2
3.368725167E0,-7.230390960E-2,3.909448385E-3,1.811467409E-3
3.378654167E0,-1.789251096E-1,2.471459085E-2,-1.334550959E-1
3.388583167E0,-2.380451011E-1,-5.279065462E-2,2.750337285E-1
3.398512167E0,-3.799598937E-1,2.566030489E-2,-1.732822359E-2
3.408441167E0,-2.485820760E-1,-3.919350279E-2,-6.422529048E-1
3.418370167E0,-5.544620050E-1,2.275635833E-2,1.084164999E0
3.428299167E0,-8.054317367E-1,-2.378999988E-2,3.115665472E-1
3.438228167E0,-1.238223782E0,2.665736480E-2,-3.556194699E-1
3.448157167E0,-1.872001879E0,-6.788251922E-2,7.584481895E-2
3.458086167E0,-2.946126331E0,7.138602465E-2,3.370785338E-1
3.468015167E0,-3.841864805E0,-2.591213899E-1,1.701566067E0
3.477943167E0,-4.627537630E0,6.145423651E-2,1.976457708E0
3.487872167E0,-4.385149492E0,-1.566526632E-1,2.091814502E0
3.497801167E0,-4.022111367E0,-2.194614437E-1,1.810559337E0
3.507730167E0,-3.607135642E0,-1.633078544E-1,1.266178297E0
3.517659167E0,-2.437962068E0,-2.271757850E-1,2.340208316E0
3.527588167E0,-6.295881280E-1,1.186714709E-1,3.249176701E0
3.537517167E0,-2.758364050E-1,3.288244580E-1,3.984340693E0
3.547446167E0,-1.235671034E0,-1.820991062E-2,-1.811707145E-1
3.557375167E0,-1.620222819E0,-3.439026364E-1,-1.786705036E0
3.567304167E0,-1.488270750E0,-3.215293986E-1,-1.267416152E0
3.577233167E0,-7.588621724E-1,-3.478658427E-1,-1.231707206E0
3.587161167E0,-1.929089999E-1,1.031174570E-1,-1.051931053E0
3.597090167E0,6.156694159E-1,2.671002080E-1,-5.049152577E-1
3.607019167E0,6.609195560E-1,2.262879401E-1,-1.236686110E-1
3.616948167E0,6.110600558E-1,8.528120175E-2,-1.128996186E0
3.626877167E0,5.870303383E-1,1.398979601E-1,-1.983673173E0
3.636806167E0,8.704241234E-1,2.321044031E-1,-1.688970580E0
3.646735167E0,1.269860289E0,4.562107653E-1,-5.404142886E-1
3.656664167E0,2.874643242E0,5.146388119E-1,7.840537316E-1
3.666593167E0,1.966006980E0,3.178826730E-1,-2.920099497E-1
3.676522167E0,4.251101196E-1,3.666344913E-2,-2.388416855E0
3.686450167E0,8.118280059E-1,9.386860538E-2,-2.145635784E0
3.696379167E0,1.280493450E0,1.007764694E-1,-1.618449066E0
3.706308167E0,1.360252395E0,-1.915884611E-1,-2.001780245E0
3.716237167E0,1.779865547E0,-2.033551969E-3,-1.925232591E0
3.726166167E0,1.243289371E0,-1.985919088E-2,-2.425710397E0
3.736095167E0,1.546623623E0,1.566751201E-1,-2.426513219E0
3.746024167E0,1.638047764E0,4.027451775E-1,-2.298258637E0
